Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status
RB,Tyler Goodson (44037819),Tyler Goodson,44037819,RB/FLEX,4000,ATL@PIT 09/13/2026 01:00PM ET,ATL,0.5,
RB,Cash Jones (44037821),Cash Jones,44037821,RB/FLEX,4000,ATL@PIT 09/13/2026 01:00PM ET,ATL,0,
RB,Kene Nwangwu (44037823),Kene Nwangwu,44037823,RB/FLEX,4000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0.9,
RB,Chip Trayanum (44037825),Chip Trayanum,44037825,RB/FLEX,4000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0,IR
RB,Dominic Richardson (44037827),Dominic Richardson,44037827,RB/FLEX,4000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0,Q
RB,Andrew Beck (44037829),Andrew Beck,44037829,RB/FLEX,4000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,1.4,
RB,Al-Jay Henderson (44037831),Al-Jay Henderson,44037831,RB/FLEX,4000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0,
RB,Julius Chestnut (44037833),Julius Chestnut,44037833,RB/FLEX,4000,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0.2,
RB,Michael Carter (44037835),Michael Carter,44037835,RB/FLEX,4000,NYJ@TEN 09/13/2026 01:00PM ET,TEN,7.6,
RB,Kalel Mullings (44037837),Kalel Mullings,44037837,RB/FLEX,4000,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0.1,
RB,DJ Herman (44037839),DJ Herman,44037839,RB/FLEX,4000,MIA@LV 09/13/2026 04:25PM ET,MIA,0,
RB,Carlos Washington Jr. (44037841),Carlos Washington Jr.,44037841,RB/FLEX,4000,MIA@LV 09/13/2026 04:25PM ET,MIA,0,
RB,Jarquez Hunter (44037843),Jarquez Hunter,44037843,RB/FLEX,4000,MIA@LV 09/13/2026 04:25PM ET,MIA,0,
RB,Dylan Laube (44037845),Dylan Laube,44037845,RB/FLEX,4000,MIA@LV 09/13/2026 04:25PM ET,LV,0.3,
RB,Chris Collier (44037847),Chris Collier,44037847,RB/FLEX,4000,MIA@LV 09/13/2026 04:25PM ET,LV,0,IR
RB,Dare Ogunbowale (44037849),Dare Ogunbowale,44037849,RB/FLEX,4000,MIA@LV 09/13/2026 04:25PM ET,LV,1.3,
RB,Connor Heyward (44037851),Connor Heyward,44037851,RB/FLEX,4000,MIA@LV 09/13/2026 04:25PM ET,LV,1.5,
RB,Scott Matlock (44037853),Scott Matlock,44037853,RB/FLEX,4000,ARI@LAC 09/13/2026 04:25PM ET,LAC,0.7,IR
RB,Gregory Desrosiers (44037855),Gregory Desrosiers,44037855,RB/FLEX,4000,ARI@LAC 09/13/2026 04:25PM ET,LAC,0,
RB,Amar Johnson (44037857),Amar Johnson,44037857,RB/FLEX,4000,ARI@LAC 09/13/2026 04:25PM ET,LAC,0.4,
RB,Alec Ingold (44037859),Alec Ingold,44037859,RB/FLEX,4000,ARI@LAC 09/13/2026 04:25PM ET,LAC,0.8,
RB,Bam Knight (44037861),Bam Knight,44037861,RB/FLEX,4000,ARI@LAC 09/13/2026 04:25PM ET,ARI,7.8,
RB,Ameer Abdullah (44037863),Ameer Abdullah,44037863,RB/FLEX,4000,CLE@JAX 09/13/2026 01:00PM ET,JAX,2.8,
RB,J'Mari Taylor (44037865),J'Mari Taylor,44037865,RB/FLEX,4000,CLE@JAX 09/13/2026 01:00PM ET,JAX,0,
RB,Raheim Sanders (44037867),Raheim Sanders,44037867,RB/FLEX,4000,CLE@JAX 09/13/2026 01:00PM ET,CLE,4.1,
RB,Michael Burton (44037869),Michael Burton,44037869,RB/FLEX,4000,CLE@JAX 09/13/2026 01:00PM ET,CLE,0,
RB,Jaleel McLaughlin (44037871),Jaleel McLaughlin,44037871,RB/FLEX,4000,CLE@JAX 09/13/2026 01:00PM ET,CLE,3.6,
RB,Kendre Miller (44037873),Kendre Miller,44037873,RB/FLEX,4000,NO@DET 09/13/2026 01:00PM ET,NO,4.8,Q
RB,Audric Estime (44037875),Audric Estime,44037875,RB/FLEX,4000,NO@DET 09/13/2026 01:00PM ET,NO,6.9,
RB,Ty Chandler (44037877),Ty Chandler,44037877,RB/FLEX,4000,NO@DET 09/13/2026 01:00PM ET,NO,2.9,IR
RB,CJ Donaldson (44037879),CJ Donaldson,44037879,RB/FLEX,4000,NO@DET 09/13/2026 01:00PM ET,NO,0,
RB,Zamir White (44037881),Zamir White,44037881,RB/FLEX,4000,NO@DET 09/13/2026 01:00PM ET,NO,1.6,
RB,Sione Vaki (44037883),Sione Vaki,44037883,RB/FLEX,4000,NO@DET 09/13/2026 01:00PM ET,DET,0,
RB,Jacob Saylors (44037885),Jacob Saylors,44037885,RB/FLEX,4000,NO@DET 09/13/2026 01:00PM ET,DET,0.1,
RB,Craig Reynolds (44037887),Craig Reynolds,44037887,RB/FLEX,4000,WAS@PHI 09/13/2026 04:25PM ET,WAS,0.1,
RB,Robert Henry Jr. (44037889),Robert Henry Jr.,44037889,RB/FLEX,4000,WAS@PHI 09/13/2026 04:25PM ET,WAS,0,
RB,Dameon Pierce (44037891),Dameon Pierce,44037891,RB/FLEX,4000,WAS@PHI 09/13/2026 04:25PM ET,PHI,0.7,
RB,Carson Steele (44037893),Carson Steele,44037893,RB/FLEX,4000,WAS@PHI 09/13/2026 04:25PM ET,PHI,0,
RB,Jermar Jefferson (44037895),Jermar Jefferson,44037895,RB/FLEX,4000,GB@MIN 09/13/2026 04:25PM ET,MIN,0,IR
RB,DeeJay Dallas (44037897),DeeJay Dallas,44037897,RB/FLEX,4000,GB@MIN 09/13/2026 04:25PM ET,MIN,0.4,
RB,Max Bredeson (44037899),Max Bredeson,44037899,RB/FLEX,4000,GB@MIN 09/13/2026 04:25PM ET,MIN,0,
RB,Pierre Strong Jr. (44037901),Pierre Strong Jr.,44037901,RB/FLEX,4000,GB@MIN 09/13/2026 04:25PM ET,GB,0,
RB,British Brooks (44037903),British Brooks,44037903,RB/FLEX,4000,BUF@HOU 09/13/2026 01:00PM ET,HOU,0.5,Q
RB,Noah Whittington (44037905),Noah Whittington,44037905,RB/FLEX,4000,BUF@HOU 09/13/2026 01:00PM ET,HOU,0,
RB,Frank Gore Jr. (44037907),Frank Gore Jr.,44037907,RB/FLEX,4000,BUF@HOU 09/13/2026 01:00PM ET,BUF,0.8,
RB,Adam Randall (44037909),Adam Randall,44037909,RB/FLEX,4000,BAL@IND 09/13/2026 01:00PM ET,BAL,0,IR
RB,Jonathan Ward (44037911),Jonathan Ward,44037911,RB/FLEX,4000,BAL@IND 09/13/2026 01:00PM ET,BAL,0,
RB,Anderson Castle (44037913),Anderson Castle,44037913,RB/FLEX,4000,BAL@IND 09/13/2026 01:00PM ET,IND,0,
RB,Davon Booth (44037915),Davon Booth,44037915,RB/FLEX,4000,BAL@IND 09/13/2026 01:00PM ET,IND,0,
RB,Josh Williams (44037917),Josh Williams,44037917,RB/FLEX,4000,TB@CIN 09/13/2026 01:00PM ET,TB,0.4,
RB,Kentrel Bullock (44037919),Kentrel Bullock,44037919,RB/FLEX,4000,TB@CIN 09/13/2026 01:00PM ET,CIN,0,
RB,Kendall Milton (44037921),Kendall Milton,44037921,RB/FLEX,4000,TB@CIN 09/13/2026 01:00PM ET,CIN,0.2,
RB,EJ Smith (44037923),EJ Smith,44037923,RB/FLEX,4000,DEN@KC 09/14/2026 08:15PM ET,KC,0,Q
RB,Ben VanSumeren (44037925),Ben VanSumeren,44037925,RB/FLEX,4000,DEN@KC 09/14/2026 08:15PM ET,KC,0,
RB,Jaydn Ott (44037927),Jaydn Ott,44037927,RB/FLEX,4000,DEN@KC 09/14/2026 08:15PM ET,KC,0,
RB,Nate Carter (44037929),Nate Carter,44037929,RB/FLEX,4000,DEN@KC 09/14/2026 08:15PM ET,KC,0.7,
RB,Adam Prentice (44037931),Adam Prentice,44037931,RB/FLEX,4000,DEN@KC 09/14/2026 08:15PM ET,DEN,0.8,
RB,Cody Schrader (44037933),Cody Schrader,44037933,RB/FLEX,4000,DEN@KC 09/14/2026 08:15PM ET,DEN,0,
RB,Brady Russell (44037935),Brady Russell,44037935,RB/FLEX,4000,NE@SEA 09/09/2026 08:20PM ET,SEA,0,
RB,Velus Jones Jr. (44037937),Velus Jones Jr.,44037937,RB/FLEX,4000,NE@SEA 09/09/2026 08:20PM ET,SEA,0.5,
RB,Robbie Ouzts (44037939),Robbie Ouzts,44037939,RB/FLEX,4000,NE@SEA 09/09/2026 08:20PM ET,SEA,0,IR
RB,Jacardia Wright (44037941),Jacardia Wright,44037941,RB/FLEX,4000,NE@SEA 09/09/2026 08:20PM ET,SEA,2,
RB,Corey Kiner (44037943),Corey Kiner,44037943,RB/FLEX,4000,NE@SEA 09/09/2026 08:20PM ET,NE,2.3,
RB,Myles Montgomery (44037945),Myles Montgomery,44037945,RB/FLEX,4000,NE@SEA 09/09/2026 08:20PM ET,NE,0,IR
RB,Reggie Gilliam (44037947),Reggie Gilliam,44037947,RB/FLEX,4000,NE@SEA 09/09/2026 08:20PM ET,NE,0.3,
RB,Lan Larison (44037949),Lan Larison,44037949,RB/FLEX,4000,NE@SEA 09/09/2026 08:20PM ET,NE,0,
RB,Hassan Haskins (44037951),Hassan Haskins,44037951,RB/FLEX,4000,NE@SEA 09/09/2026 08:20PM ET,NE,0.8,
RB,Isaac Guerendo (44037953),Isaac Guerendo,44037953,RB/FLEX,4000,SF@LAR 09/10/2026 08:35PM ET,SF,0,OUT
RB,Kyle Juszczyk (44037955),Kyle Juszczyk,44037955,RB/FLEX,4000,SF@LAR 09/10/2026 08:35PM ET,SF,3.6,Q
RB,Sincere McCormick (44037957),Sincere McCormick,44037957,RB/FLEX,4000,SF@LAR 09/10/2026 08:35PM ET,SF,0,
RB,Ronnie Rivers (44037959),Ronnie Rivers,44037959,RB/FLEX,4000,SF@LAR 09/10/2026 08:35PM ET,LAR,0.3,
RB,Jordan Waters (44037961),Jordan Waters,44037961,RB/FLEX,4000,SF@LAR 09/10/2026 08:35PM ET,LAR,0,
RB,Dean Connors (44037963),Dean Connors,44037963,RB/FLEX,4000,SF@LAR 09/10/2026 08:35PM ET,LAR,0,
RB,Patrick Ricard (44037965),Patrick Ricard,44037965,RB/FLEX,4000,DAL@NYG 09/13/2026 08:20PM ET,NYG,0.2,
RB,Grant Finley (44037967),Grant Finley,44037967,RB/FLEX,4000,DAL@NYG 09/13/2026 08:20PM ET,NYG,0,
RB,Israel Abanikanda (44037969),Israel Abanikanda,44037969,RB/FLEX,4000,DAL@NYG 09/13/2026 08:20PM ET,DAL,0,
RB,Hunter Luepke (44037971),Hunter Luepke,44037971,RB/FLEX,4000,DAL@NYG 09/13/2026 08:20PM ET,DAL,2.2,
RB,Evan Hull (44037973),Evan Hull,44037973,RB/FLEX,4000,ARI@LAC 09/13/2026 04:25PM ET,ARI,1.1,
RB,Tyler Badie (44037975),Tyler Badie,44037975,RB/FLEX,4000,DEN@KC 09/14/2026 08:15PM ET,DEN,2.1,
WR,Darnell Mooney (44038125),Darnell Mooney,44038125,WR/FLEX,4000,DAL@NYG 09/13/2026 08:20PM ET,NYG,5.5,
WR,Adonai Mitchell (44038127),Adonai Mitchell,44038127,WR/FLEX,4000,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,5.7,
WR,Tre Tucker (44038129),Tre Tucker,44038129,WR/FLEX,4000,MIA@LV 09/13/2026 04:25PM ET,LV,9.7,
WR,Keon Coleman (44038131),Keon Coleman,44038131,WR/FLEX,4000,BUF@HOU 09/13/2026 01:00PM ET,BUF,7.9,Q
WR,Cyrus Allen (44038133),Cyrus Allen,44038133,WR/FLEX,4000,DEN@KC 09/14/2026 08:15PM ET,KC,0,
TE,Travis Kelce (44038605),Travis Kelce,44038605,TE/FLEX,4000,DEN@KC 09/14/2026 08:15PM ET,KC,11.4,
TE,Chig Okonkwo (44038607),Chig Okonkwo,44038607,TE/FLEX,4000,WAS@PHI 09/13/2026 04:25PM ET,WAS,7.3,
QB,Joe Milton III (44038985),Joe Milton III,44038985,QB,4000,DAL@NYG 09/13/2026 08:20PM ET,DAL,3.3,
RB,Ahmani Marshall (44067888),Ahmani Marshall,44067888,RB/FLEX,4000,CHI@CAR 09/13/2026 01:00PM ET,CAR,0,
QB,Mark Gronowski (44095869),Mark Gronowski,44095869,QB,4000,BUF@HOU 09/13/2026 01:00PM ET,HOU,0,
RB,Jabari Small (44095870),Jabari Small,44095870,RB/FLEX,4000,NO@DET 09/13/2026 01:00PM ET,DET,0,OUT
WR,Germie Bernard (44038135),Germie Bernard,44038135,WR/FLEX,3900,ATL@PIT 09/13/2026 01:00PM ET,PIT,0,
WR,Isaac TeSlaa (44038137),Isaac TeSlaa,44038137,WR/FLEX,3900,NO@DET 09/13/2026 01:00PM ET,DET,4.5,
WR,Rashod Bateman (44038139),Rashod Bateman,44038139,WR/FLEX,3900,BAL@IND 09/13/2026 01:00PM ET,BAL,4.3,
WR,Ryan Flournoy (44038141),Ryan Flournoy,44038141,WR/FLEX,3900,DAL@NYG 09/13/2026 08:20PM ET,DAL,7.5,
TE,Jake Ferguson (44038609),Jake Ferguson,44038609,TE/FLEX,3900,DAL@NYG 09/13/2026 08:20PM ET,DAL,11.2,
TE,Mark Andrews (44038611),Mark Andrews,44038611,TE/FLEX,3900,BAL@IND 09/13/2026 01:00PM ET,BAL,7.7,
WR,Demarcus Robinson (44038143),Demarcus Robinson,44038143,WR/FLEX,3800,SF@LAR 09/10/2026 08:35PM ET,SF,5.3,
WR,Zachariah Branch (44038145),Zachariah Branch,44038145,WR/FLEX,3800,ATL@PIT 09/13/2026 01:00PM ET,ATL,0,
WR,Tre' Harris (44038147),Tre' Harris,44038147,WR/FLEX,3800,ARI@LAC 09/13/2026 04:25PM ET,LAC,4.1,Q
WR,Hollywood Brown (44038149),Hollywood Brown,44038149,WR/FLEX,3800,WAS@PHI 09/13/2026 04:25PM ET,PHI,8.6,
WR,Troy Franklin (44038151),Troy Franklin,44038151,WR/FLEX,3800,DEN@KC 09/14/2026 08:15PM ET,DEN,9.9,
TE,Hunter Henry (44038613),Hunter Henry,44038613,TE/FLEX,3800,NE@SEA 09/09/2026 08:20PM ET,NE,9.9,
TE,Kenyon Sadiq (44038615),Kenyon Sadiq,44038615,TE/FLEX,3800,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0,Q
WR,Xavier Legette (44038153),Xavier Legette,44038153,WR/FLEX,3700,CHI@CAR 09/13/2026 01:00PM ET,CAR,5.7,
WR,Jahan Dotson (44038155),Jahan Dotson,44038155,WR/FLEX,3700,ATL@PIT 09/13/2026 01:00PM ET,ATL,2.8,
WR,Tank Dell (44038157),Tank Dell,44038157,WR/FLEX,3700,BUF@HOU 09/13/2026 01:00PM ET,HOU,0,IR
WR,Nick Westbrook-Ikhine (44038159),Nick Westbrook-Ikhine,44038159,WR/FLEX,3700,BAL@IND 09/13/2026 01:00PM ET,IND,1.3,
WR,Tutu Atwell (44038161),Tutu Atwell,44038161,WR/FLEX,3700,SF@LAR 09/10/2026 08:35PM ET,LAR,2.8,
WR,Calvin Austin III (44038163),Calvin Austin III,44038163,WR/FLEX,3700,DAL@NYG 09/13/2026 08:20PM ET,NYG,6,IR
TE,Juwan Johnson (44038617),Juwan Johnson,44038617,TE/FLEX,3700,NO@DET 09/13/2026 01:00PM ET,NO,10.7,
TE,Cade Otton (44038619),Cade Otton,44038619,TE/FLEX,3700,TB@CIN 09/13/2026 01:00PM ET,TB,7.6,
WR,Mack Hollins (44038165),Mack Hollins,44038165,WR/FLEX,3600,NE@SEA 09/09/2026 08:20PM ET,NE,8.3,
WR,Zavion Thomas (44038167),Zavion Thomas,44038167,WR/FLEX,3600,CHI@CAR 09/13/2026 01:00PM ET,CHI,0,
WR,Elic Ayomanor (44038169),Elic Ayomanor,44038169,WR/FLEX,3600,NYJ@TEN 09/13/2026 01:00PM ET,TEN,7.3,
WR,Jack Bech (44038171),Jack Bech,44038171,WR/FLEX,3600,MIA@LV 09/13/2026 04:25PM ET,LV,2.7,
WR,Kendrick Bourne (44038173),Kendrick Bourne,44038173,WR/FLEX,3600,ARI@LAC 09/13/2026 04:25PM ET,ARI,5.5,
WR,Jaylin Noel (44038175),Jaylin Noel,44038175,WR/FLEX,3600,BUF@HOU 09/13/2026 01:00PM ET,HOU,3.6,Q
TE,Brenton Strange (44038621),Brenton Strange,44038621,TE/FLEX,3600,CLE@JAX 09/13/2026 01:00PM ET,JAX,9.3,
TE,AJ Barner (44038623),AJ Barner,44038623,TE/FLEX,3600,NE@SEA 09/09/2026 08:20PM ET,SEA,8.3,
WR,Olamide Zaccheaus (44038177),Olamide Zaccheaus,44038177,WR/FLEX,3500,ATL@PIT 09/13/2026 01:00PM ET,ATL,5.3,
WR,Jalen Tolbert (44038179),Jalen Tolbert,44038179,WR/FLEX,3500,MIA@LV 09/13/2026 04:25PM ET,MIA,3.6,
WR,Devaughn Vele (44038181),Devaughn Vele,44038181,WR/FLEX,3500,NO@DET 09/13/2026 01:00PM ET,NO,5.1,
WR,Luke McCaffrey (44038183),Luke McCaffrey,44038183,WR/FLEX,3500,WAS@PHI 09/13/2026 04:25PM ET,WAS,5.7,
WR,Joshua Palmer (44038185),Joshua Palmer,44038185,WR/FLEX,3500,BUF@HOU 09/13/2026 01:00PM ET,BUF,4.4,
WR,Deion Burks (44038187),Deion Burks,44038187,WR/FLEX,3500,BAL@IND 09/13/2026 01:00PM ET,IND,0,
WR,Tyquan Thornton (44038189),Tyquan Thornton,44038189,WR/FLEX,3500,DEN@KC 09/14/2026 08:15PM ET,KC,5.8,
WR,Jordan Whittington (44038191),Jordan Whittington,44038191,WR/FLEX,3500,SF@LAR 09/10/2026 08:35PM ET,LAR,2.2,
TE,Colby Parkinson (44038625),Colby Parkinson,44038625,TE/FLEX,3500,SF@LAR 09/10/2026 08:35PM ET,LAR,8.9,
TE,Greg Dulcich (44038627),Greg Dulcich,44038627,TE/FLEX,3500,MIA@LV 09/13/2026 04:25PM ET,MIA,6.4,
TE,Oronde Gadsden II (44038629),Oronde Gadsden II,44038629,TE/FLEX,3500,ARI@LAC 09/13/2026 04:25PM ET,LAC,8.8,
DST,Chargers (44038953),Chargers,44038953,DST,3500,ARI@LAC 09/13/2026 04:25PM ET,LAC,6.7,
WR,Cedric Tillman (44038193),Cedric Tillman,44038193,WR/FLEX,3400,NO@DET 09/13/2026 01:00PM ET,NO,4.6,
WR,Chimere Dike (44038195),Chimere Dike,44038195,WR/FLEX,3400,NYJ@TEN 09/13/2026 01:00PM ET,TEN,7.5,
WR,Travis Hunter (44038197),Travis Hunter,44038197,WR/FLEX,3400,CLE@JAX 09/13/2026 01:00PM ET,JAX,9.5,
WR,Treylon Burks (44038199),Treylon Burks,44038199,WR/FLEX,3400,WAS@PHI 09/13/2026 04:25PM ET,WAS,3.6,
WR,Elijah Sarratt (44038201),Elijah Sarratt,44038201,WR/FLEX,3400,BAL@IND 09/13/2026 01:00PM ET,BAL,0,
WR,Tory Horton (44038203),Tory Horton,44038203,WR/FLEX,3400,NE@SEA 09/09/2026 08:20PM ET,SEA,8.1,Q
WR,Greg Dortch (44038205),Greg Dortch,44038205,WR/FLEX,3400,BUF@HOU 09/13/2026 01:00PM ET,BUF,6.3,
TE,Pat Freiermuth (44038631),Pat Freiermuth,44038631,TE/FLEX,3400,ATL@PIT 09/13/2026 01:00PM ET,PIT,6.6,
TE,Dalton Schultz (44038633),Dalton Schultz,44038633,TE/FLEX,3400,BUF@HOU 09/13/2026 01:00PM ET,HOU,9.9,
TE,Evan Engram (44038635),Evan Engram,44038635,TE/FLEX,3400,DEN@KC 09/14/2026 08:15PM ET,DEN,6,
DST,Jaguars (44038954),Jaguars,44038954,DST,3400,CLE@JAX 09/13/2026 01:00PM ET,JAX,8.2,
WR,DeMario Douglas (44038207),DeMario Douglas,44038207,WR/FLEX,3300,NE@SEA 09/09/2026 08:20PM ET,NE,5.8,
WR,Kalif Raymond (44038209),Kalif Raymond,44038209,WR/FLEX,3300,CHI@CAR 09/13/2026 01:00PM ET,CHI,4.5,
WR,Dont'e Thornton Jr. (44038211),Dont'e Thornton Jr.,44038211,WR/FLEX,3300,MIA@LV 09/13/2026 04:25PM ET,LV,1.6,IR
WR,Brenen Thompson (44038213),Brenen Thompson,44038213,WR/FLEX,3300,ARI@LAC 09/13/2026 04:25PM ET,LAC,0,Q
WR,Isaiah Bond (44038215),Isaiah Bond,44038215,WR/FLEX,3300,CLE@JAX 09/13/2026 01:00PM ET,CLE,3.4,
WR,Ted Hurst III (44038217),Ted Hurst III,44038217,WR/FLEX,3300,TB@CIN 09/13/2026 01:00PM ET,TB,0,
WR,Andrei Iosivas (44038219),Andrei Iosivas,44038219,WR/FLEX,3300,TB@CIN 09/13/2026 01:00PM ET,CIN,5.3,
WR,KaVontae Turpin (44038221),KaVontae Turpin,44038221,WR/FLEX,3300,DAL@NYG 09/13/2026 08:20PM ET,DAL,5.7,
WR,Jordan Watkins (44038223),Jordan Watkins,44038223,WR/FLEX,3300,SF@LAR 09/10/2026 08:35PM ET,SF,0.9,
TE,Cole Kmet (44038637),Cole Kmet,44038637,TE/FLEX,3300,CHI@CAR 09/13/2026 01:00PM ET,CHI,5.1,
TE,T.J. Hockenson (44038639),T.J. Hockenson,44038639,TE/FLEX,3300,GB@MIN 09/13/2026 04:25PM ET,MIN,7.5,
TE,Jake Tonges (44038641),Jake Tonges,44038641,TE/FLEX,3300,SF@LAR 09/10/2026 08:35PM ET,SF,5.6,
DST,Steelers (44038955),Steelers,44038955,DST,3300,ATL@PIT 09/13/2026 01:00PM ET,PIT,7.8,
DST,Seahawks (44038956),Seahawks,44038956,DST,3300,NE@SEA 09/09/2026 08:20PM ET,SEA,11.3,
WR,Konata Mumpfield (44038225),Konata Mumpfield,44038225,WR/FLEX,3200,SF@LAR 09/10/2026 08:35PM ET,LAR,1.5,
WR,Marvin Mims Jr. (44038227),Marvin Mims Jr.,44038227,WR/FLEX,3200,DEN@KC 09/14/2026 08:15PM ET,DEN,7.5,Q
WR,Jalen Royals (44038229),Jalen Royals,44038229,WR/FLEX,3200,DEN@KC 09/14/2026 08:15PM ET,KC,0.3,
WR,John Metchie III (44038231),John Metchie III,44038231,WR/FLEX,3200,CHI@CAR 09/13/2026 01:00PM ET,CAR,4.5,
WR,Chris Bell (44038233),Chris Bell,44038233,WR/FLEX,3200,MIA@LV 09/13/2026 04:25PM ET,MIA,0,
WR,Dyami Brown (44038235),Dyami Brown,44038235,WR/FLEX,3200,WAS@PHI 09/13/2026 04:25PM ET,WAS,3.6,
WR,Savion Williams (44038237),Savion Williams,44038237,WR/FLEX,3200,GB@MIN 09/13/2026 04:25PM ET,GB,2.2,IR
WR,Xavier Hutchinson (44038239),Xavier Hutchinson,44038239,WR/FLEX,3200,BUF@HOU 09/13/2026 01:00PM ET,HOU,5.8,
WR,Devontez Walker (44038241),Devontez Walker,44038241,WR/FLEX,3200,BAL@IND 09/13/2026 01:00PM ET,BAL,3.1,Q
WR,Ashton Dulin (44038243),Ashton Dulin,44038243,WR/FLEX,3200,BAL@IND 09/13/2026 01:00PM ET,IND,1.7,
WR,Lil'Jordan Humphrey (44038245),Lil'Jordan Humphrey,44038245,WR/FLEX,3200,DEN@KC 09/14/2026 08:15PM ET,DEN,4,
WR,Odell Beckham Jr. (44038247),Odell Beckham Jr.,44038247,WR/FLEX,3200,DAL@NYG 09/13/2026 08:20PM ET,NYG,0,
TE,Darren Waller (44038643),Darren Waller,44038643,TE/FLEX,3200,CHI@CAR 09/13/2026 01:00PM ET,CAR,9.9,
TE,Gunnar Helm (44038645),Gunnar Helm,44038645,TE/FLEX,3200,NYJ@TEN 09/13/2026 01:00PM ET,TEN,5.7,
TE,Noah Fant (44038647),Noah Fant,44038647,TE/FLEX,3200,NO@DET 09/13/2026 01:00PM ET,NO,5.2,
TE,Tyler Higbee (44038649),Tyler Higbee,44038649,TE/FLEX,3200,SF@LAR 09/10/2026 08:35PM ET,LAR,6.4,
DST,Lions (44038957),Lions,44038957,DST,3200,NO@DET 09/13/2026 01:00PM ET,DET,5.7,
DST,Eagles (44038958),Eagles,44038958,DST,3200,WAS@PHI 09/13/2026 04:25PM ET,PHI,7.8,
WR,Kyle Williams (44038249),Kyle Williams,44038249,WR/FLEX,3100,NE@SEA 09/09/2026 08:20PM ET,NE,2.5,
WR,Jahdae Walker (44038251),Jahdae Walker,44038251,WR/FLEX,3100,CHI@CAR 09/13/2026 01:00PM ET,CHI,3,
WR,Roman Wilson (44038253),Roman Wilson,44038253,WR/FLEX,3100,ATL@PIT 09/13/2026 01:00PM ET,PIT,3,
WR,Malik Benson (44038255),Malik Benson,44038255,WR/FLEX,3100,MIA@LV 09/13/2026 04:25PM ET,LV,0,
WR,Bryce Lance (44038257),Bryce Lance,44038257,WR/FLEX,3100,NO@DET 09/13/2026 01:00PM ET,NO,0,
WR,Jaylin Lane (44038259),Jaylin Lane,44038259,WR/FLEX,3100,WAS@PHI 09/13/2026 04:25PM ET,WAS,3.3,
WR,Skyler Bell (44038261),Skyler Bell,44038261,WR/FLEX,3100,BUF@HOU 09/13/2026 01:00PM ET,BUF,0,
WR,Ja'Kobi Lane (44038263),Ja'Kobi Lane,44038263,WR/FLEX,3100,BAL@IND 09/13/2026 01:00PM ET,BAL,0,
WR,Tez Johnson (44038265),Tez Johnson,44038265,WR/FLEX,3100,TB@CIN 09/13/2026 01:00PM ET,TB,5.8,
WR,Colbie Young (44038267),Colbie Young,44038267,WR/FLEX,3100,TB@CIN 09/13/2026 01:00PM ET,CIN,0,
WR,Jonathan Mingo (44038269),Jonathan Mingo,44038269,WR/FLEX,3100,DAL@NYG 09/13/2026 08:20PM ET,DAL,0.6,
TE,Eli Stowers (44038651),Eli Stowers,44038651,TE/FLEX,3100,WAS@PHI 09/13/2026 04:25PM ET,PHI,0,Q
TE,Dawson Knox (44038653),Dawson Knox,44038653,TE/FLEX,3100,BUF@HOU 09/13/2026 01:00PM ET,BUF,6.1,
TE,Mike Gesicki (44038655),Mike Gesicki,44038655,TE/FLEX,3100,TB@CIN 09/13/2026 01:00PM ET,CIN,5.4,
DST,Titans (44038959),Titans,44038959,DST,3100,NYJ@TEN 09/13/2026 01:00PM ET,TEN,4.8,
DST,Bills (44038960),Bills,44038960,DST,3100,BUF@HOU 09/13/2026 01:00PM ET,BUF,6.1,
WR,Jake Bobo (44038271),Jake Bobo,44038271,WR/FLEX,3000,NE@SEA 09/09/2026 08:20PM ET,SEA,1.1,IR
WR,Ricky Pearsall (44038273),Ricky Pearsall,44038273,WR/FLEX,3000,SF@LAR 09/10/2026 08:35PM ET,SF,9.5,IR
WR,Christian Kirk (44038275),Christian Kirk,44038275,WR/FLEX,3000,SF@LAR 09/10/2026 08:35PM ET,SF,6.6,IR
WR,Theo Wease Jr. (44038277),Theo Wease Jr.,44038277,WR/FLEX,3000,ARI@LAC 09/13/2026 04:25PM ET,LAC,8.6,
WR,Jimmy Horn Jr. (44038279),Jimmy Horn Jr.,44038279,WR/FLEX,3000,CHI@CAR 09/13/2026 01:00PM ET,CAR,1.9,
WR,Brycen Tremayne (44038281),Brycen Tremayne,44038281,WR/FLEX,3000,CHI@CAR 09/13/2026 01:00PM ET,CAR,1.8,
WR,Chris Brazzell II (44038283),Chris Brazzell II,44038283,WR/FLEX,3000,CHI@CAR 09/13/2026 01:00PM ET,CAR,0,IR
WR,Ja'seem Reed (44038285),Ja'seem Reed,44038285,WR/FLEX,3000,CHI@CAR 09/13/2026 01:00PM ET,CAR,0,
WR,David Moore (44038287),David Moore,44038287,WR/FLEX,3000,CHI@CAR 09/13/2026 01:00PM ET,CAR,0.7,
