Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame,Status
TE,Robert Tonyan (44038731),Robert Tonyan,44038731,TE/FLEX,2500,ATL@PIT 09/13/2026 01:00PM ET,PIT,0.1,
TE,Lake McRee (44038733),Lake McRee,44038733,TE/FLEX,2500,ATL@PIT 09/13/2026 01:00PM ET,PIT,0,
TE,Charlie Woerner (44038735),Charlie Woerner,44038735,TE/FLEX,2500,ATL@PIT 09/13/2026 01:00PM ET,ATL,0.8,
TE,Nick Muse (44038737),Nick Muse,44038737,TE/FLEX,2500,ATL@PIT 09/13/2026 01:00PM ET,ATL,0,
TE,Jack Velling (44038739),Jack Velling,44038739,TE/FLEX,2500,ATL@PIT 09/13/2026 01:00PM ET,ATL,0,
TE,Jeremy Ruckert (44038741),Jeremy Ruckert,44038741,TE/FLEX,2500,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,2.8,
TE,Jelani Woods (44038743),Jelani Woods,44038743,TE/FLEX,2500,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,0.3,
TE,Kylen Granson (44038745),Kylen Granson,44038745,TE/FLEX,2500,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0.6,
TE,David Martin-Robinson (44038747),David Martin-Robinson,44038747,TE/FLEX,2500,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0.8,
TE,Jaren Kanak (44038749),Jaren Kanak,44038749,TE/FLEX,2500,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0,IR
TE,Joel Wilson (44038751),Joel Wilson,44038751,TE/FLEX,2500,NYJ@TEN 09/13/2026 01:00PM ET,TEN,0,
TE,Will Kacmarek (44038753),Will Kacmarek,44038753,TE/FLEX,2500,MIA@LV 09/13/2026 04:25PM ET,MIA,0,
TE,Seydou Traore (44038755),Seydou Traore,44038755,TE/FLEX,2500,MIA@LV 09/13/2026 04:25PM ET,MIA,0,
TE,Justin Joly (44038757),Justin Joly,44038757,TE/FLEX,2500,MIA@LV 09/13/2026 04:25PM ET,MIA,0,
TE,Cole Turner (44038759),Cole Turner,44038759,TE/FLEX,2500,MIA@LV 09/13/2026 04:25PM ET,MIA,0,IR
TE,Ben Sims (44038761),Ben Sims,44038761,TE/FLEX,2500,MIA@LV 09/13/2026 04:25PM ET,MIA,0.5,IR
TE,Tre Watson (44038763),Tre Watson,44038763,TE/FLEX,2500,MIA@LV 09/13/2026 04:25PM ET,MIA,0,
TE,Ian Thomas (44038765),Ian Thomas,44038765,TE/FLEX,2500,MIA@LV 09/13/2026 04:25PM ET,LV,1.6,
TE,Carter Runyon (44038767),Carter Runyon,44038767,TE/FLEX,2500,MIA@LV 09/13/2026 04:25PM ET,LV,0.1,IR
TE,Chris Myarick (44038769),Chris Myarick,44038769,TE/FLEX,2500,MIA@LV 09/13/2026 04:25PM ET,LV,0,
TE,Albert Okwuegbunam Jr. (44038771),Albert Okwuegbunam Jr.,44038771,TE/FLEX,2500,MIA@LV 09/13/2026 04:25PM ET,LV,8.6,OUT
TE,Charlie Kolar (44038773),Charlie Kolar,44038773,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,LAC,2.1,
TE,Patrick Herbert (44038775),Patrick Herbert,44038775,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,LAC,0,
TE,Evan Svoboda (44038777),Evan Svoboda,44038777,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,LAC,0,
TE,Elijah Higgins (44038779),Elijah Higgins,44038779,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,ARI,3.5,
TE,Hunter Long (44038781),Hunter Long,44038781,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,ARI,3.6,
TE,Tip Reiman (44038783),Tip Reiman,44038783,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,ARI,1,OUT
TE,Jameson Geers (44038785),Jameson Geers,44038785,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,ARI,0,IR
TE,Shawn Bowman (44038787),Shawn Bowman,44038787,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,ARI,0,
TE,Teagan Quitoriano (44038789),Teagan Quitoriano,44038789,TE/FLEX,2500,ARI@LAC 09/13/2026 04:25PM ET,ARI,0,
TE,Quintin Morris (44038791),Quintin Morris,44038791,TE/FLEX,2500,CLE@JAX 09/13/2026 01:00PM ET,JAX,1.2,
TE,Hayden Rucci (44038793),Hayden Rucci,44038793,TE/FLEX,2500,CLE@JAX 09/13/2026 01:00PM ET,JAX,0,
TE,Blake Whiteheart (44038795),Blake Whiteheart,44038795,TE/FLEX,2500,CLE@JAX 09/13/2026 01:00PM ET,CLE,0.1,
TE,Carsen Ryan (44038797),Carsen Ryan,44038797,TE/FLEX,2500,CLE@JAX 09/13/2026 01:00PM ET,CLE,0,
TE,Joe Royer (44038799),Joe Royer,44038799,TE/FLEX,2500,CLE@JAX 09/13/2026 01:00PM ET,CLE,0,OUT
TE,Messiah Swinson (44038801),Messiah Swinson,44038801,TE/FLEX,2500,CLE@JAX 09/13/2026 01:00PM ET,CLE,0,
TE,Moliki Matavao (44038803),Moliki Matavao,44038803,TE/FLEX,2500,NO@DET 09/13/2026 01:00PM ET,NO,0.5,IR
TE,Stone Smartt (44038805),Stone Smartt,44038805,TE/FLEX,2500,NO@DET 09/13/2026 01:00PM ET,NO,0.8,
TE,Zach Wood (44038807),Zach Wood,44038807,TE/FLEX,2500,NO@DET 09/13/2026 01:00PM ET,NO,0,
TE,Treyton Welch (44038809),Treyton Welch,44038809,TE/FLEX,2500,NO@DET 09/13/2026 01:00PM ET,NO,0,
TE,Tyler Conklin (44038811),Tyler Conklin,44038811,TE/FLEX,2500,NO@DET 09/13/2026 01:00PM ET,DET,1.3,
TE,Thomas Gordon (44038813),Thomas Gordon,44038813,TE/FLEX,2500,NO@DET 09/13/2026 01:00PM ET,DET,0,
TE,John Bates (44038815),John Bates,44038815,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,WAS,1.8,Q
TE,Colson Yankoff (44038817),Colson Yankoff,44038817,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,WAS,0.3,
TE,Quentin Moore (44038819),Quentin Moore,44038819,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,WAS,0,IR
TE,Joshua Simon (44038821),Joshua Simon,44038821,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,WAS,0,
TE,Tyler Ott (44038823),Tyler Ott,44038823,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,WAS,0,
TE,Johnny Mundt (44038825),Johnny Mundt,44038825,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,PHI,1.2,
TE,E.J. Jenkins (44038827),E.J. Jenkins,44038827,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,PHI,0,
TE,Grant Calcaterra (44038829),Grant Calcaterra,44038829,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,PHI,1.4,IR
TE,Rocco Underwood (44038831),Rocco Underwood,44038831,TE/FLEX,2500,WAS@PHI 09/13/2026 04:25PM ET,PHI,0,
TE,Ben Yurosek (44038833),Ben Yurosek,44038833,TE/FLEX,2500,GB@MIN 09/13/2026 04:25PM ET,MIN,0.3,IR
TE,Gavin Bartholomew (44038835),Gavin Bartholomew,44038835,TE/FLEX,2500,GB@MIN 09/13/2026 04:25PM ET,MIN,0,
TE,Andrew DePaola (44038837),Andrew DePaola,44038837,TE/FLEX,2500,GB@MIN 09/13/2026 04:25PM ET,MIN,0,
TE,Cam Grandy (44038839),Cam Grandy,44038839,TE/FLEX,2500,GB@MIN 09/13/2026 04:25PM ET,MIN,0.5,
TE,Josh Whyle (44038841),Josh Whyle,44038841,TE/FLEX,2500,GB@MIN 09/13/2026 04:25PM ET,GB,1.8,
TE,Mark Redman (44038843),Mark Redman,44038843,TE/FLEX,2500,GB@MIN 09/13/2026 04:25PM ET,GB,0,
TE,Thomas Yassmin (44038845),Thomas Yassmin,44038845,TE/FLEX,2500,GB@MIN 09/13/2026 04:25PM ET,GB,0,IR
TE,Drake Dabney (44038847),Drake Dabney,44038847,TE/FLEX,2500,GB@MIN 09/13/2026 04:25PM ET,GB,0.7,
TE,Cade Stover (44038849),Cade Stover,44038849,TE/FLEX,2500,BUF@HOU 09/13/2026 01:00PM ET,HOU,2.3,
TE,Brevin Jordan (44038851),Brevin Jordan,44038851,TE/FLEX,2500,BUF@HOU 09/13/2026 01:00PM ET,HOU,0,Q
TE,Zaire Mitchell-Paden (44038853),Zaire Mitchell-Paden,44038853,TE/FLEX,2500,BUF@HOU 09/13/2026 01:00PM ET,HOU,0.5,
TE,Jackson Hawes (44038855),Jackson Hawes,44038855,TE/FLEX,2500,BUF@HOU 09/13/2026 01:00PM ET,BUF,2.8,
TE,Keleki Latu (44038857),Keleki Latu,44038857,TE/FLEX,2500,BUF@HOU 09/13/2026 01:00PM ET,BUF,1.5,
TE,Durham Smythe (44038859),Durham Smythe,44038859,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,BAL,0.5,
TE,Matt Hibner (44038861),Matt Hibner,44038861,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,BAL,0,
TE,Josh Cuevas (44038863),Josh Cuevas,44038863,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,BAL,0,
TE,Ty Pezza (44038865),Ty Pezza,44038865,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,BAL,0,
TE,Nick Vannett (44038867),Nick Vannett,44038867,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,BAL,0,
TE,Mo Alie-Cox (44038869),Mo Alie-Cox,44038869,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,IND,1.8,
TE,Drew Ogletree (44038871),Drew Ogletree,44038871,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,IND,0.8,
TE,Will Mallory (44038873),Will Mallory,44038873,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,IND,1.3,IR
TE,Carson Towt (44038875),Carson Towt,44038875,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,IND,0,IR
TE,Pharaoh Brown (44038877),Pharaoh Brown,44038877,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,IND,0.3,
TE,Payne Durham (44038879),Payne Durham,44038879,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,TB,0.1,
TE,Ko Kieft (44038881),Ko Kieft,44038881,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,TB,0,
TE,Bauer Sharp (44038883),Bauer Sharp,44038883,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,TB,0,
TE,CJ Dippre (44038885),CJ Dippre,44038885,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,TB,0,
TE,Evan Deckers (44038887),Evan Deckers,44038887,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,TB,0,
TE,Erick All Jr. (44038889),Erick All Jr.,44038889,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,CIN,0,
TE,Jack Endries (44038891),Jack Endries,44038891,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,CIN,0,
TE,Tanner Hudson (44038893),Tanner Hudson,44038893,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,CIN,3.2,
TE,William Wagner (44038895),William Wagner,44038895,TE/FLEX,2500,TB@CIN 09/13/2026 01:00PM ET,CIN,0,
TE,Jared Wiley (44038897),Jared Wiley,44038897,TE/FLEX,2500,DEN@KC 09/14/2026 08:15PM ET,KC,0.3,
TE,Jake Briningstool (44038899),Jake Briningstool,44038899,TE/FLEX,2500,DEN@KC 09/14/2026 08:15PM ET,KC,0,
TE,John Michael Gyllenborg (44038901),John Michael Gyllenborg,44038901,TE/FLEX,2500,DEN@KC 09/14/2026 08:15PM ET,KC,0,IR
TE,James Winchester (44038903),James Winchester,44038903,TE/FLEX,2500,DEN@KC 09/14/2026 08:15PM ET,KC,0,
TE,Nate Adkins (44038905),Nate Adkins,44038905,TE/FLEX,2500,DEN@KC 09/14/2026 08:15PM ET,DEN,1.6,
TE,Dallen Bentley (44038907),Dallen Bentley,44038907,TE/FLEX,2500,DEN@KC 09/14/2026 08:15PM ET,DEN,0,
TE,Caleb Lohner (44038909),Caleb Lohner,44038909,TE/FLEX,2500,DEN@KC 09/14/2026 08:15PM ET,DEN,0,IR
TE,Lucas Krull (44038911),Lucas Krull,44038911,TE/FLEX,2500,DEN@KC 09/14/2026 08:15PM ET,DEN,1.2,
TE,Mitchell Fraboni (44038913),Mitchell Fraboni,44038913,TE/FLEX,2500,DEN@KC 09/14/2026 08:15PM ET,DEN,0,
TE,Luke Basso (44038915),Luke Basso,44038915,TE/FLEX,2500,DEN@KC 09/14/2026 08:15PM ET,DEN,0,
TE,Eric Saubert (44038917),Eric Saubert,44038917,TE/FLEX,2500,NE@SEA 09/09/2026 08:20PM ET,SEA,0.7,
TE,Nick Kallerup (44038919),Nick Kallerup,44038919,TE/FLEX,2500,NE@SEA 09/09/2026 08:20PM ET,SEA,0,
TE,Cameron Latu (44038921),Cameron Latu,44038921,TE/FLEX,2500,NE@SEA 09/09/2026 08:20PM ET,NE,0,
TE,Tanner Arkin (44038923),Tanner Arkin,44038923,TE/FLEX,2500,NE@SEA 09/09/2026 08:20PM ET,NE,0,
TE,Julian Hill (44038925),Julian Hill,44038925,TE/FLEX,2500,NE@SEA 09/09/2026 08:20PM ET,NE,2.2,IR
TE,Shane Zylstra (44038927),Shane Zylstra,44038927,TE/FLEX,2500,NE@SEA 09/09/2026 08:20PM ET,NE,0.8,
TE,Luke Farrell (44038929),Luke Farrell,44038929,TE/FLEX,2500,SF@LAR 09/10/2026 08:35PM ET,SF,1.7,
TE,Brayden Willis (44038931),Brayden Willis,44038931,TE/FLEX,2500,SF@LAR 09/10/2026 08:35PM ET,SF,0,
TE,Khalil Dinkins (44038933),Khalil Dinkins,44038933,TE/FLEX,2500,SF@LAR 09/10/2026 08:35PM ET,SF,0,
TE,Davis Allen (44038935),Davis Allen,44038935,TE/FLEX,2500,SF@LAR 09/10/2026 08:35PM ET,LAR,3.1,
TE,Dan Villari (44038937),Dan Villari,44038937,TE/FLEX,2500,SF@LAR 09/10/2026 08:35PM ET,LAR,0,
TE,Chris Manhertz (44038939),Chris Manhertz,44038939,TE/FLEX,2500,DAL@NYG 09/13/2026 08:20PM ET,NYG,0.1,
TE,Thomas Fidone II (44038941),Thomas Fidone II,44038941,TE/FLEX,2500,DAL@NYG 09/13/2026 08:20PM ET,NYG,0,
TE,Ben Mann (44038943),Ben Mann,44038943,TE/FLEX,2500,DAL@NYG 09/13/2026 08:20PM ET,NYG,0,
TE,Princeton Fant (44038945),Princeton Fant,44038945,TE/FLEX,2500,DAL@NYG 09/13/2026 08:20PM ET,DAL,0,IR
TE,DJ Rogers (44038947),DJ Rogers,44038947,TE/FLEX,2500,DAL@NYG 09/13/2026 08:20PM ET,DAL,0,IR
TE,Michael Trigg (44038949),Michael Trigg,44038949,TE/FLEX,2500,DAL@NYG 09/13/2026 08:20PM ET,DAL,0,
TE,Mitch Van Vooren (44038951),Mitch Van Vooren,44038951,TE/FLEX,2500,DAL@NYG 09/13/2026 08:20PM ET,DAL,0,
DST,Panthers (44038976),Panthers,44038976,DST,2500,CHI@CAR 09/13/2026 01:00PM ET,CAR,5.9,
DST,Jets (44038977),Jets,44038977,DST,2500,NYJ@TEN 09/13/2026 01:00PM ET,NYJ,2.8,
TE,Thomas Odukoya (44067892),Thomas Odukoya,44067892,TE/FLEX,2500,DEN@KC 09/14/2026 08:15PM ET,KC,0,
TE,James Mitchell (44067894),James Mitchell,44067894,TE/FLEX,2500,DAL@NYG 09/13/2026 08:20PM ET,DAL,1,
TE,Patrick Gurd (44095876),Patrick Gurd,44095876,TE/FLEX,2500,MIA@LV 09/13/2026 04:25PM ET,LV,0,OUT
TE,Kenny Fletcher Jr. (44095878),Kenny Fletcher Jr.,44095878,TE/FLEX,2500,BAL@IND 09/13/2026 01:00PM ET,IND,0,
DST,Giants (44038978),Giants,44038978,DST,2400,DAL@NYG 09/13/2026 08:20PM ET,NYG,4.5,
DST,Colts (44038979),Colts,44038979,DST,2400,BAL@IND 09/13/2026 01:00PM ET,IND,5.8,
DST,Commanders (44038980),Commanders,44038980,DST,2300,WAS@PHI 09/13/2026 04:25PM ET,WAS,4.5,
DST,49ers (44038981),49ers,44038981,DST,2300,SF@LAR 09/10/2026 08:35PM ET,SF,4.1,
DST,Saints (44038982),Saints,44038982,DST,2200,NO@DET 09/13/2026 01:00PM ET,NO,6.9,
DST,Browns (44038983),Browns,44038983,DST,2100,CLE@JAX 09/13/2026 01:00PM ET,CLE,7.8,
DST,Cardinals (44038984),Cardinals,44038984,DST,2000,ARI@LAC 09/13/2026 04:25PM ET,ARI,4.3,
